Brand,Shoe Size,Price Ratio
0,10.0,1.9545454545454546
1,13.0,4.4
0,9.5,1.240909090909091
0,8.5,3.118181818181818
0,7.0,1.1136363636363635
0,10.0,2.0454545454545454
1,7.0,3.225
1,10.5,5.275
0,13.0,2.227272727272727
0,10.0,3.0318181818181817
0,8.0,1.7727272727272727
1,10.0,2.18
0,10.0,1.0863636363636364
0,9.5,1.15
0,9.0,1.0636363636363637
0,14.0,1.4090909090909092
0,9.5,1.0454545454545454
1,5.5,5.652631578947369
0,9.0,1.0954545454545455
0,14.0,1.8636363636363635
0,5.5,1.7272727272727273
0,12.0,1.2454545454545454
1,7.0,3.84375
0,5.5,2.409090909090909
1,6.0,2.0
0,9.0,1.018181818181818
0,9.5,1.1818181818181819
0,13.0,1.8636363636363635
0,10.0,1.190909090909091
1,10.0,1.8823529411764706
1,7.0,2.5
0,14.0,1.2454545454545454
0,6.0,1.2045454545454546
1,8.0,2.235294117647059
0,10.5,1.7272727272727273
0,9.0,1.5909090909090908
0,8.0,2.2636363636363637
1,11.0,4.138461538461539
0,9.5,1.9318181818181819
0,9.5,2.0454545454545454
0,11.0,1.7727272727272727
0,9.5,3.5454545454545454
0,11.0,1.8636363636363635
1,10.0,6.538461538461538
1,10.0,4.375
0,9.5,1.3636363636363635
0,11.5,2.0681818181818183
1,11.0,4.242105263157895
1,11.0,4.21875
0,11.5,1.3272727272727274
1,12.0,4.542105263157895
0,14.0,2.3863636363636362
1,13.0,6.88125
0,10.0,2.5
0,7.0,1.1318181818181818
0,9.0,1.8772727272727272
0,10.0,1.65
0,12.0,2.590909090909091
0,9.5,1.4772727272727273
1,7.5,4.810526315789474
0,10.0,1.25
1,12.0,4.2375
1,6.5,2.0588235294117645
1,10.0,1.855
0,7.0,2.1818181818181817
0,9.5,1.518181818181818
0,6.0,1.231818181818182
0,6.5,1.2045454545454546
0,8.0,1.5818181818181818
0,11.5,1.290909090909091
0,10.0,1.6818181818181819
1,6.0,6.1461538461538465
0,9.5,0.9545454545454546
0,11.0,1.1545454545454545
0,4.5,2.881818181818182
0,12.5,1.5681818181818181
0,5.0,1.7727272727272727
0,11.5,1.2136363636363636
1,9.5,1.6764705882352942
0,8.5,1.3590909090909091
0,11.0,1.1318181818181818
0,10.5,1.790909090909091
0,9.0,1.5681818181818181
1,7.0,3.21875
0,10.0,1.768181818181818
1,4.5,1.2941176470588236
0,9.0,1.3818181818181818
0,9.0,1.1454545454545455
0,10.5,1.190909090909091
0,13.0,1.4045454545454545
0,10.5,2.9136363636363636
1,8.0,2.575
0,10.5,1.1318181818181818
1,9.0,5.538461538461538
1,11.0,4.25
0,9.0,1.0909090909090908
0,5.5,1.1681818181818182
0,9.5,1.6363636363636365
1,9.0,4.707692307692308
0,8.5,3.9363636363636365
0,5.0,1.231818181818182
1,5.0,4.43125
0,6.0,1.240909090909091
1,10.5,5.730769230769231
1,9.5,3.125
0,11.5,1.1818181818181819
0,8.0,1.8136363636363637
0,9.5,1.0454545454545454
1,11.5,3.25
1,10.0,1.7647058823529411
1,12.0,4.23125
1,8.0,4.53125
0,6.5,7.159090909090909
0,7.5,1.2954545454545454
0,10.5,1.231818181818182
0,5.5,1.1772727272727272
0,10.5,3.1363636363636362
0,4.0,1.4318181818181819
0,10.5,1.2727272727272727
0,10.0,1.2954545454545454
1,8.5,1.7058823529411764
0,5.0,1.6363636363636365
1,12.0,5.63125
0,9.5,1.2045454545454546
1,9.0,3.710526315789474
1,13.0,3.8176470588235296
0,9.5,1.3363636363636364
0,9.0,1.1818181818181819
0,13.0,1.268181818181818
0,9.0,2.3636363636363638
0,9.5,1.3409090909090908
0,8.0,1.65
0,9.5,1.259090909090909
1,9.0,3.5
0,12.0,1.4727272727272727
1,10.0,3.35
0,8.5,1.9090909090909092
0,10.5,1.6727272727272726
0,12.0,3.9545454545454546
1,6.0,4.347368421052631
1,12.0,4.5
0,12.0,1.1590909090909092
1,6.5,4.615384615384615
0,10.5,3.1818181818181817
0,6.0,1.2
1,7.5,2.975
0,8.5,2.3181818181818183
0,11.0,3.3636363636363638
0,11.5,2.018181818181818
0,5.0,1.4681818181818183
0,5.0,2.227272727272727
1,10.0,5.078947368421052
1,8.0,4.125
0,7.0,1.6363636363636365
1,8.5,4.684210526315789
0,7.5,1.7272727272727273
0,9.5,1.2863636363636364
1,9.5,3.847058823529412
0,8.0,1.3136363636363637
0,9.5,1.85
0,7.5,4.995
0,10.5,2.5863636363636364
1,10.5,1.3
0,9.0,2.45
0,9.0,1.6045454545454545
0,14.0,1.2272727272727273
0,7.5,1.8636363636363635
0,4.0,1.3909090909090909
0,10.5,1.6136363636363635
1,12.0,3.46875
0,9.0,1.0818181818181818
0,8.5,1.2363636363636363
1,10.5,7.473684210526316
0,10.0,1.4
0,8.5,1.0454545454545454
0,9.5,1.2454545454545454
0,11.5,1.3863636363636365
0,9.0,2.518181818181818
1,4.5,1.6470588235294117
0,11.0,1.2772727272727273
1,8.0,5.473684210526316
0,13.0,1.1818181818181819
0,11.0,1.75
1,8.0,3.4411764705882355
0,9.5,1.6409090909090909
1,9.0,6.605263157894737
0,5.0,1.3636363636363635
0,8.0,1.8863636363636365
0,10.0,1.85
0,9.0,0.9090909090909091
0,11.0,2.5090909090909093
0,9.0,1.1045454545454545
0,9.0,3.059090909090909
1,8.0,2.5294117647058822
0,9.0,1.6181818181818182
0,9.0,2.727272727272727
0,8.0,1.1181818181818182
1,10.0,3.78125
0,11.0,2.0
0,13.0,1.8181818181818181
0,10.5,2.8181818181818183
1,12.0,4.78125
0,9.0,1.0272727272727273
0,7.0,1.8181818181818181
0,6.0,1.1954545454545455
1,7.0,2.9
0,11.0,1.2045454545454546
0,10.0,1.1590909090909092
0,11.0,1.1
1,11.5,2.3529411764705883
0,8.5,1.2272727272727273
0,7.0,1.2
0,7.0,1.8863636363636365
1,11.5,4.0
0,5.0,1.9045454545454545
0,11.0,3.1818181818181817
0,8.0,1.2136363636363636
0,7.0,1.1727272727272726
1,12.0,5.46875
1,12.0,1.6
1,9.0,1.7941176470588236
0,9.0,1.0272727272727273
0,9.0,1.9318181818181819
1,9.0,6.342105263157895
1,9.0,4.1875
0,6.0,2.268181818181818
0,7.5,1.7636363636363637
1,10.5,6.5
1,12.0,1.4764705882352942
0,12.0,1.1454545454545455
1,9.0,4.7894736842105265
1,12.0,1.8
0,11.0,1.45
0,14.0,1.3409090909090908
0,9.5,1.1136363636363635
0,11.0,1.4772727272727273
0,10.0,1.6409090909090909
1,9.0,6.078947368421052
0,9.5,1.690909090909091
1,10.5,1.85
1,10.0,1.3529411764705883
0,6.5,2.5454545454545454
1,7.0,3.875
0,8.5,1.2954545454545454
0,8.0,1.6590909090909092
0,14.0,1.2045454545454546
1,10.0,3.4125
1,12.0,3.6052631578947367
0,9.5,2.0
1,10.5,3.6842105263157894
1,9.0,5.126315789473685
1,12.0,2.64
0,5.0,1.2227272727272727
0,10.5,3.65
0,10.0,1.1818181818181819
0,9.5,1.3863636363636365
1,10.5,4.653846153846154
0,7.0,1.1363636363636365
0,5.5,1.3318181818181818
0,10.5,1.0454545454545454
0,8.0,1.0863636363636364
0,9.5,1.3363636363636364
0,9.5,1.7863636363636364
1,11.0,1.71
0,8.5,1.0
0,9.5,1.35
0,11.5,1.8863636363636365
0,14.0,2.272727272727273
0,10.0,1.6181818181818182
0,9.5,1.6727272727272726
0,11.0,1.8045454545454545
1,4.0,1.964
0,13.0,2.9545454545454546
0,9.0,2.4545454545454546
1,10.5,2.7
0,6.0,1.3136363636363637
0,9.0,1.5681818181818181
0,5.0,1.7272727272727273
0,9.5,1.0909090909090908
0,9.0,2.909090909090909
0,11.0,1.2727272727272727
0,9.5,2.0681818181818183
0,6.0,1.2272727272727273
1,8.0,3.75
1,10.0,4.31875
0,10.5,2.022727272727273
0,13.0,1.2863636363636364
1,12.0,4.74
0,6.0,1.6590909090909092
0,10.5,1.009090909090909
1,7.0,4.7368421052631575
0,9.5,2.1545454545454548
1,4.5,5.368421052631579
1,10.5,1.7941176470588236
0,5.0,1.2227272727272727
0,7.0,1.190909090909091
1,6.5,2.323529411764706
1,7.0,3.89375
1,4.0,2.016
1,11.0,2.864705882352941
0,5.5,1.1727272727272726
1,12.0,3.6315789473684212
0,9.5,1.0681818181818181
0,13.0,1.9954545454545454
1,11.0,4.65625
0,9.5,1.1772727272727272
0,5.0,1.7954545454545454
0,12.0,1.7454545454545454
0,10.5,2.477272727272727
0,14.0,1.5363636363636364
1,10.0,4.0625
1,9.0,2.796
0,12.0,3.6363636363636362
0,8.5,1.5545454545454545
0,7.0,1.0772727272727274
0,9.0,1.2772727272727273
1,10.5,4.838461538461538
1,10.0,3.9375
0,11.0,1.25
0,9.0,1.7
0,13.0,1.3181818181818181
1,10.0,10.15625
0,9.0,1.1181818181818182
0,13.5,1.4
0,5.5,1.740909090909091
0,10.5,2.4545454545454546
0,11.0,1.2181818181818183
0,9.5,1.5727272727272728
0,10.5,1.4090909090909092
0,12.0,1.5
0,10.5,1.1136363636363635
0,8.5,3.1136363636363638
0,8.0,1.2045454545454546
1,14.0,3.1578947368421053
0,11.0,1.768181818181818
0,11.0,2.0681818181818183
1,8.0,1.555
0,10.5,1.5727272727272728
0,12.0,1.3181818181818181
0,8.5,1.35
0,8.0,1.1818181818181819
0,12.0,1.0
0,9.0,1.5454545454545454
0,5.0,1.55
1,10.0,7.368421052631579
0,6.5,1.290909090909091
0,7.0,1.240909090909091
0,6.0,1.3636363636363635
0,12.0,1.0681818181818181
0,11.0,1.9545454545454546
0,11.5,1.8863636363636365
1,9.0,4.746153846153846
0,11.0,1.7363636363636363
1,11.0,3.8
0,10.0,1.0681818181818181
0,8.0,1.5727272727272728
0,12.5,3.4045454545454548
0,10.5,1.6363636363636365
1,9.5,12.18421052631579
0,4.0,1.6545454545454545
1,6.5,3.763157894736842
0,9.5,1.6590909090909092
1,11.0,6.25
0,5.0,1.5681818181818181
0,10.5,1.2227272727272727
1,8.5,5.730769230769231
0,6.0,1.3363636363636364
0,9.5,1.6318181818181818
0,7.0,1.268181818181818
0,10.0,2.040909090909091
1,6.0,3.2875
0,10.0,1.2818181818181817
0,14.0,1.3181818181818181
0,11.5,1.231818181818182
1,10.5,2.12
0,9.0,1.1681818181818182
0,6.0,1.3590909090909091
0,9.0,1.209090909090909
0,11.0,1.759090909090909
1,5.5,3.263157894736842
0,9.5,1.7136363636363636
0,8.5,1.5681818181818181
0,13.0,1.2045454545454546
0,10.5,1.1136363636363635
0,7.0,1.8863636363636365
0,11.0,1.7272727272727273
0,10.5,3.0
0,11.0,1.2363636363636363
1,10.5,4.623076923076923
1,5.5,4.473684210526316
0,8.5,1.8909090909090909
1,9.0,4.5588235294117645
0,6.0,1.2045454545454546
0,11.0,1.1272727272727272
0,9.5,1.65
1,7.5,5.273684210526316
0,9.5,1.7863636363636364
0,10.0,1.6772727272727272
0,9.5,1.3454545454545455
0,11.0,1.1090909090909091
1,12.0,4.61875
0,10.0,1.1363636363636365
1,13.0,5.00625
0,10.0,3.2181818181818183
0,9.5,1.2045454545454546
0,5.5,1.3636363636363635
0,6.0,1.3136363636363637
0,8.5,1.6136363636363635
0,11.0,1.4090909090909092
0,12.0,1.75
0,13.0,1.2727272727272727
1,9.5,5.157894736842105
0,9.0,1.6363636363636365
0,9.0,1.4318181818181819
0,5.0,2.772727272727273
1,11.5,3.5647058823529414
0,11.0,1.25
0,8.5,1.9318181818181819
1,7.0,17.873684210526317
0,10.5,1.0454545454545454
0,7.0,1.2272727272727273
0,6.5,1.3772727272727272
0,9.5,1.6818181818181819
0,13.0,8.375
0,9.5,1.7363636363636363
0,5.0,1.959090909090909
0,10.5,1.8590909090909091
1,10.0,3.388235294117647
0,11.0,4.318181818181818
0,9.0,1.5909090909090908
1,9.5,4.8
0,6.0,2.768181818181818
0,10.5,2.3727272727272726
1,10.5,3.4210526315789473
0,11.5,1.3181818181818181
1,7.5,4.61578947368421
1,11.5,2.2470588235294118
1,10.5,4.41578947368421
0,6.0,1.6363636363636365
1,13.0,4.268421052631579
0,10.0,1.2
1,9.0,3.6375
0,10.0,1.0681818181818181
0,9.5,1.0454545454545454
0,5.0,1.3409090909090908
1,13.0,3.6842105263157894
0,6.0,1.2272727272727273
0,11.5,1.7545454545454546
0,12.0,1.1772727272727272
1,12.0,3.63125
1,13.0,1.4294117647058824
0,12.0,1.1090909090909091
0,9.5,1.1227272727272728
1,4.0,3.076923076923077
0,10.0,1.6045454545454545
0,11.5,1.3318181818181818
0,9.0,2.327272727272727
0,10.5,1.7227272727272727
0,5.0,1.15
0,5.0,1.5363636363636364
1,11.0,4.205263157894737
1,5.5,1.5294117647058822
0,12.0,1.2181818181818183
1,9.5,5.592307692307692
0,7.5,1.3136363636363637
0,9.5,2.5681818181818183
0,14.0,1.6772727272727272
0,7.5,1.2727272727272727
0,5.0,1.5
0,8.0,1.1818181818181819
0,10.0,1.8636363636363635
0,8.5,1.2045454545454546
1,10.5,3.9846153846153847
0,12.0,1.0227272727272727
0,9.5,1.4772727272727273
0,12.0,3.631818181818182
0,4.5,1.190909090909091
0,13.0,1.3954545454545455
0,9.0,1.309090909090909
0,4.0,2.2
0,8.5,2.1454545454545455
0,11.0,1.75
0,9.0,1.2727272727272727
0,8.5,1.2227272727272727
0,10.0,1.231818181818182
0,9.5,3.409090909090909
1,9.5,3.088235294117647
0,7.5,1.2954545454545454
0,9.0,1.0909090909090908
1,10.0,5.0
0,10.0,1.9954545454545454
1,4.0,2.9375
0,10.0,1.1045454545454545
0,14.0,1.2818181818181817
1,6.0,3.8625
0,9.5,1.0227272727272727
0,6.0,1.4772727272727273
0,11.5,2.1818181818181817
1,9.0,2.24
0,12.5,2.5454545454545454
0,9.0,1.5909090909090908
0,8.0,1.0909090909090908
0,10.0,1.0045454545454546
0,12.0,1.9181818181818182
0,8.0,1.2227272727272727
1,8.0,4.796
0,10.5,1.1
0,9.0,1.7227272727272727
0,5.5,1.3272727272727274
0,9.0,1.1772727272727272
1,8.0,5.0
0,10.0,1.7181818181818183
1,9.5,3.5631578947368423
0,9.5,1.1318181818181818
0,10.0,1.5954545454545455
0,11.0,3.7227272727272727
1,6.0,3.06
0,11.0,1.709090909090909
0,8.5,1.8772727272727272
0,11.5,1.2227272727272727
0,9.0,1.190909090909091
0,11.5,3.3136363636363635
1,11.0,6.0
0,10.5,1.1090909090909091
0,11.5,1.0909090909090908
1,12.0,4.376923076923077
0,10.0,1.2227272727272727
1,9.5,1.715
1,8.0,5.342105263157895
1,10.0,4.615384615384615
0,10.0,1.2727272727272727
1,7.0,3.1842105263157894
0,10.5,1.309090909090909
0,10.5,2.1363636363636362
0,10.0,1.2363636363636363
0,11.0,1.0681818181818181
1,9.0,4.9375
0,11.0,1.6863636363636363
1,9.5,2.648
1,9.0,3.3
0,5.0,1.1863636363636363
0,9.5,1.2227272727272727
0,9.5,1.1863636363636363
0,9.0,1.5272727272727273
1,6.0,7.1875
0,11.0,2.5454545454545454
0,4.0,1.0772727272727274
1,8.0,1.7
0,8.5,1.4545454545454546
0,10.0,1.7045454545454546
0,8.5,1.3363636363636364
0,8.0,2.727272727272727
0,12.0,1.9090909090909092
1,10.0,4.025
0,8.5,1.5545454545454545
0,10.5,1.1863636363636363
1,11.0,4.0
0,7.0,2.2636363636363637
1,12.0,4.868421052631579
1,9.0,2.792
0,5.0,2.2363636363636363
0,9.5,1.2454545454545454
0,11.0,3.0545454545454547
1,15.0,3.942105263157895
0,7.0,1.1818181818181819
0,12.0,2.4545454545454546
0,14.0,1.3409090909090908
0,5.0,1.3272727272727274
1,9.5,3.71875
0,8.0,2.3863636363636362
0,10.5,1.2818181818181817
0,5.5,1.231818181818182
0,6.5,1.3136363636363637
1,11.0,3.789473684210526
1,7.5,3.4210526315789473
0,10.5,1.1363636363636365
0,10.0,1.8
0,8.5,1.6363636363636365
0,13.0,1.4272727272727272
0,14.5,1.4
0,9.5,1.2954545454545454
0,9.5,1.1590909090909092
0,9.0,1.2727272727272727
1,11.0,4.378947368421053
1,9.5,4.02
0,4.0,1.4681818181818183
0,9.5,1.25
1,9.0,1.7058823529411764
0,4.5,2.5
1,12.0,3.789473684210526
0,5.5,1.6045454545454545
1,10.5,4.9375
1,13.0,4.3076923076923075
0,5.0,1.2
0,6.5,1.1818181818181819
0,9.0,1.2954545454545454
0,12.0,2.590909090909091
0,13.0,1.209090909090909
1,12.0,5.078947368421052
0,10.5,1.2227272727272727
0,8.5,1.7545454545454546
1,8.0,5.4
0,9.0,2.159090909090909
0,10.0,1.5772727272727274
0,8.0,1.9090909090909092
0,6.0,1.209090909090909
1,12.0,2.592
1,8.5,5.421052631578948
0,10.0,1.0454545454545454
0,12.5,2.040909090909091
0,12.0,1.1136363636363635
1,8.5,2.376
0,9.0,1.8045454545454545
0,7.0,2.3181818181818183
1,7.0,2.14
1,7.5,4.138461538461539
0,10.5,1.0
0,8.5,1.25
1,6.5,3.4157894736842107
0,8.0,1.2954545454545454
1,14.0,9.242105263157894
0,11.5,1.1772727272727272
0,10.0,1.0636363636363637
0,8.0,1.1818181818181819
0,8.0,1.2181818181818183
1,9.5,1.4529411764705882
0,11.5,1.2363636363636363
0,5.0,1.6090909090909091
0,10.5,1.2
0,13.0,1.3318181818181818
0,9.0,1.2954545454545454
0,4.5,1.4636363636363636
1,9.0,1.411764705882353
0,8.5,1.6545454545454545
0,13.0,2.659090909090909
1,11.0,4.31875
1,10.0,3.5588235294117645
0,9.5,1.8045454545454545
0,5.0,1.9090909090909092
0,10.5,1.1818181818181819
0,11.5,1.440909090909091
1,12.0,3.4375
0,9.0,1.0272727272727273
0,10.5,1.1863636363636363
0,10.0,1.2
1,9.0,1.425
0,8.5,1.209090909090909
0,11.0,2.0
0,12.0,1.4772727272727273
0,5.0,1.1681818181818182
0,8.5,1.0772727272727274
0,6.0,1.7454545454545454
0,9.5,1.2545454545454546
0,12.0,1.2454545454545454
0,10.0,1.9545454545454546
0,10.5,1.0909090909090908
0,11.5,1.2772727272727273
0,8.0,1.7045454545454546
0,8.5,2.9318181818181817
0,12.0,1.2
0,9.0,1.209090909090909
0,14.0,1.5
0,5.0,1.2181818181818183
0,9.0,1.6409090909090909
0,6.0,1.5363636363636364
1,15.0,4.0
0,8.0,1.1318181818181818
1,13.0,4.538461538461538
0,9.0,1.6727272727272726
1,10.0,1.525
1,11.5,1.5176470588235293
1,13.0,2.289473684210526
0,7.0,1.990909090909091
1,5.5,2.4
1,11.5,5.89375
0,10.5,1.1272727272727272
0,7.0,1.7954545454545454
0,11.5,1.0772727272727274
1,7.0,3.8125
0,11.0,1.1363636363636365
0,10.0,1.7863636363636364
0,9.5,1.2727272727272727
0,9.5,1.1636363636363636
0,13.0,1.2227272727272727
1,9.5,2.272
0,10.5,1.3636363636363635
0,10.0,1.3181818181818181
1,7.5,10.0
0,8.0,1.2727272727272727
0,14.0,1.9
0,12.5,1.2227272727272727
0,12.0,1.3636363636363635
1,10.5,7.894736842105263
0,14.0,1.6363636363636365
0,8.0,1.9045454545454545
0,5.5,1.1681818181818182
0,10.0,2.4954545454545456
0,9.0,1.8318181818181818
0,10.0,1.6818181818181819
0,10.5,1.1818181818181819
0,8.0,1.2272727272727273
0,8.5,1.6227272727272728
0,4.0,1.5227272727272727
0,6.0,1.7136363636363636
0,10.0,1.768181818181818
0,12.0,1.5727272727272728
0,8.5,1.7545454545454546
1,10.0,3.6315789473684212
1,6.0,5.123076923076923
1,8.5,1.8529411764705883
1,13.0,3.9473684210526314
0,10.0,1.8954545454545455
0,10.0,2.0
0,11.5,2.4954545454545456
1,10.0,3.45
1,10.0,3.6923076923076925
0,10.0,1.1818181818181819
0,9.5,1.231818181818182
0,6.0,2.0045454545454544
1,11.0,4.7615384615384615
0,8.5,1.1272727272727272
0,8.0,1.1318181818181818
1,9.0,6.342105263157895
1,7.0,3.176470588235294
0,12.0,1.6954545454545455
0,9.0,1.0
0,10.0,1.9
0,5.5,2.1818181818181817
0,7.0,1.0454545454545454
0,12.0,1.9090909090909092
0,11.0,3.55
1,9.0,7.5
0,12.0,1.1363636363636365
0,10.0,1.5454545454545454
0,10.0,1.15
0,9.0,1.55
1,10.0,4.68125
0,11.5,1.2045454545454546
0,7.5,1.809090909090909
0,10.0,1.2045454545454546
1,10.0,3.6578947368421053
0,8.5,1.8636363636363635
0,12.0,1.1772727272727272
0,9.5,1.9863636363636363
1,10.0,2.635
0,6.5,1.8818181818181818
0,4.0,1.5
0,8.5,1.1045454545454545
